incident_id,probability,is_real_incident,last_order_end,after_order_start,gap_minutes,total_after_distance_km,max_jump_distance_km,mean_speed_kmh,median_speed_kmh,max_speed_kmh,bearing_changes,static_segments_ratio,radius_from_start_m,coordinate_stability_m,return_count,after_order_start_hour,after_track_duration_minutes,bearing_changes_ratio,full_stop_count,linearity
18763,65,0,0001-01-01T00:00:00,2025-03-07T14:41:56.035000,1064615921.9339167,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,425,14,523.0,0.0,314,0
18761,0,0,0001-01-01T00:00:00,2025-03-07T13:28:13.561000,1064615848.2260166,961.064,73.688,89.34,0.0,2071.83,22,0.827,50526.01,22387.54,1,13,595.56,0.068,244,0.01
18760,0,0,0001-01-01T00:00:00,2025-03-07T16:58:40.719000,1064616058.67865,671.717,19.942,201.45,29.81,10424.67,32,0.482,20325.85,7719.68,108,16,384.93,0.112,79,0.015
18754,0,0,0001-01-01T00:00:00,2025-03-07T19:54:48.066000,1064616234.8011,1157.099,52.235,324.19,52.36,1515.03,10,0.142,51931.46,19248.47,1,19,206.88,0.095,10,0.011
18751,0,0,0001-01-01T00:00:00,2025-03-07T23:12:11.463000,1064616432.1910499,0.188,0.186,1.44,0.02,5.72,2,0.75,185.66,68.8,0,23,7.99,0.5,1,0.982
18750,0,0,0001-01-01T00:00:00,2025-03-07T16:21:28.162000,1064616021.4693667,1278.324,52.888,176.77,6.6,1576.31,18,0.472,52858.96,18134.07,55,16,419.7,0.084,97,0.011
18748,0,0,0001-01-01T00:00:00,2025-03-07T17:53:49.093000,1064616113.8182167,817.665,52.854,112.72,0.0,2754.83,15,0.699,52648.98,18547.08,10,17,326.82,0.06,117,0.014
18747,0,0,0001-01-01T00:00:00,2025-03-07T17:54:51.974000,1064616114.8662333,437.585,50.659,69.1,0.0,1813.01,9,0.789,49747.09,17624.34,49,17,325.43,0.047,123,0.003
18746,0,0,0001-01-01T00:00:00,2025-03-07T18:23:57.222000,1064616143.9537,1811.619,58.488,306.02,31.14,1768.5,10,0.228,52814.09,20290.61,2,18,296.29,0.055,13,0.007
18745,0,0,0001-01-01T00:00:00,2025-03-07T17:53:15.781000,1064616113.2630166,1684.548,51.7,269.98,7.24,9706.84,31,0.452,50266.51,17481.34,32,17,327.01,0.128,57,0.001
18744,0,0,0001-01-01T00:00:00,2025-03-07T18:24:31.399000,1064616144.5233167,1859.544,57.606,1538.29,38.24,146587.15,16,0.202,68612.24,21186.06,2,18,295.86,0.09,15,0.006
18742,0,0,0001-01-01T00:00:00,2025-03-07T14:11:50.316000,1064615891.8386,294.862,51.178,4580.57,0.0,1337493.24,10,0.908,49879.79,11439.81,183,14,548.63,0.034,249,0.007
18741,0,0,0001-01-01T00:00:00,2025-03-07T23:12:21.627000,1064616432.36045,0.002,0.001,1.22,0.02,11.24,3,0.9,0.75,0.35,10,23,8.13,0.3,4,0.137
18740,0,0,0001-01-01T00:00:00,2025-03-07T19:53:20.919000,1064616233.34865,1238.998,52.225,492.8,45.49,14743.42,16,0.154,51275.98,20082.96,1,19,206.73,0.155,14,0.009
18739,0,0,0001-01-01T00:00:00,2025-03-07T23:15:42.628000,1064616435.7104666,0.005,0.002,2.42,0.22,19.51,4,0.889,1.9,0.61,8,23,5.13,0.5,2,0.39
18737,0,0,0001-01-01T00:00:00,2025-03-07T20:30:54.891000,1064616270.91485,990.124,49.33,351.71,58.21,1469.75,17,0.176,47877.35,19451.8,0,20,168.79,0.202,15,0.008
18736,0,0,0001-01-01T00:00:00,2025-03-07T14:08:35.102000,1064615888.5850333,873.215,51.196,82.57,0.0,2004.67,25,0.794,50329.09,15169.42,155,14,550.55,0.059,285,0.001
18733,0,0,0001-01-01T00:00:00,2025-03-07T16:18:27.165000,1064616018.45275,1736.636,70.532,243.73,0.0,2671.37,21,0.546,56113.72,25525.25,0,16,421.53,0.074,151,0.01
18732,0,0,0001-01-01T00:00:00,2025-03-07T12:35:07.474000,1064615795.1245667,61.301,28.326,5.54,0.0,869.95,0,0.962,27681.11,3446.92,253,12,644.15,0.0,315,0.045
18731,60,0,0001-01-01T00:00:00,2025-03-07T23:12:59.531000,1064616432.9921833,13.118,10.196,197.82,7.67,1350.85,0,0.455,11631.07,3088.89,0,23,6.16,0.0,0,0.887
18730,0,0,0001-01-01T00:00:00,2025-03-07T18:24:23.223000,1064616144.38705,2041.901,140.803,354.85,35.46,4071.4,21,0.225,146269.31,28008.46,1,18,294.04,0.125,15,0.001
18729,0,0,0001-01-01T00:00:00,2025-03-07T19:56:25.276000,1064616236.4212667,1253.026,60.396,373.72,59.2,1811.13,17,0.049,50758.39,20336.74,1,19,201.82,0.168,5,0.001
18725,0,0,0001-01-01T00:00:00,2025-03-07T17:33:35.053000,1064616093.5842167,2035.764,49.553,355.18,15.88,1494.57,17,0.308,50182.04,19478.22,1,17,342.95,0.099,52,0.001
18716,0,0,0001-01-01T00:00:00,2025-03-07T18:22:24.507000,1064616142.40845,416.29,49.466,82.17,0.0,1522.18,11,0.837,49466.22,13354.64,5,18,291.09,0.072,121,0.114
18715,0,1,0001-01-01T00:00:00,2025-03-07T20:54:03.310000,1064616294.0551666,0.196,0.059,0.3,0.04,16.25,25,0.973,97.69,24.29,74,20,139.18,0.338,69,0.498
18709,0,0,0001-01-01T00:00:00,2025-03-07T21:36:48.716000,1064616336.8119334,612.563,48.284,398.72,44.54,1482.13,6,0.239,42257.22,26077.53,0,21,92.07,0.133,11,0.063
18707,60,0,0001-01-01T00:00:00,2025-03-07T19:14:09.458000,1064616194.1576333,52.256,40.814,12.17,0.0,1254.41,7,0.947,49610.97,5913.05,123,19,232.77,0.053,111,0.949
18706,0,0,0001-01-01T00:00:00,2025-03-07T22:59:14.157000,1064616419.23595,0.002,0.001,0.1,0.01,0.32,1,1.0,0.89,0.48,7,22,6.88,0.143,2,0.252
18705,0,0,0001-01-01T00:00:00,2025-03-07T23:04:28.141000,1064616424.4690167,0.001,0.001,0.01,0.0,0.02,1,1.0,0.9,0.39,2,23,2.4,0.5,1,1.0
18702,60,0,0001-01-01T00:00:00,2025-03-07T19:37:54.465000,1064616217.9077499,1.008,0.365,0.29,0.0,10.82,8,0.952,337.28,48.4,101,19,207.02,0.078,98,0.054
18699,0,0,0001-01-01T00:00:00,2025-03-06T14:31:01.513000,1064614471.0252167,14766.905,6597.439,397.97,0.18,200220.7,134,0.612,6599185.07,329291.74,9,14,1953.46,0.121,608,0.001
18698,0,0,0001-01-01T00:00:00,2025-03-07T22:52:39.198000,1064616412.6532999,0.048,0.016,1.66,0.15,11.82,3,0.875,19.57,9.03,7,22,11.57,0.429,6,0.382
18697,70,0,0001-01-01T00:00:00,2025-03-07T16:34:01.768000,1064616034.0294666,9.791,4.833,1.51,0.0,148.64,4,0.97,4757.31,485.7,194,16,390.13,0.02,189,0.005
18696,0,0,0001-01-01T00:00:00,2025-03-07T12:43:40.347000,1064615803.67245,645.412,50.538,4044.06,0.0,1494416.17,32,0.74,50360.48,12472.61,68,12,620.46,0.076,230,0.015
18695,0,0,0001-01-01T00:00:00,2025-03-07T22:59:40.450000,1064616419.6741666,0.009,0.008,5.38,0.01,29.49,2,0.714,7.57,2.35,7,22,4.96,0.286,1,0.833
18693,0,0,0001-01-01T00:00:00,2025-03-07T16:21:28.162000,1064616021.4693667,1157.65,52.888,167.04,2.26,1547.34,17,0.493,52858.96,17968.03,55,16,401.41,0.083,97,0.012
18692,0,0,0001-01-01T00:00:00,2025-03-07T18:16:43.507000,1064616136.7251167,569.5,39.724,105.25,85.11,1512.87,4,0.431,35850.2,9925.65,0,18,285.49,0.019,69,0.021
18690,0,0,0001-01-01T00:00:00,2025-03-07T19:54:48.066000,1064616234.8011,1036.545,52.235,318.63,51.57,1515.03,9,0.155,51898.95,19154.64,1,19,187.99,0.094,10,0.012
18688,0,0,0001-01-01T00:00:00,2025-03-07T17:33:35.053000,1064616093.5842167,1933.199,49.553,351.19,16.38,1494.57,16,0.309,50182.04,19374.44,1,17,328.88,0.097,50,0.005
18687,0,0,0001-01-01T00:00:00,2025-03-07T18:49:14.025000,1064616169.23375,944.451,66.443,240.5,122.32,3178.62,9,0.302,66435.04,19578.99,0,18,252.88,0.053,19,0.017
18682,0,0,0001-01-01T00:00:00,2025-03-07T18:48:50.828000,1064616168.8471334,933.161,55.016,173.21,122.8,1643.0,2,0.29,66062.68,17261.87,2,18,253.35,0.012,31,0.008
18680,0,0,0001-01-01T00:00:00,2025-03-07T19:44:02.223000,1064616224.03705,387.829,15.953,105.02,122.83,489.5,2,0.234,13416.78,6773.73,0,19,198.07,0.018,14,0.002
18678,0,0,0001-01-01T00:00:00,2025-03-07T19:01:49.504000,1064616181.8250667,795.389,55.304,154.69,122.39,1717.01,7,0.314,54221.97,17812.06,2,19,240.2,0.045,13,0.016
18675,0,0,0001-01-01T00:00:00,2025-03-07T19:53:20.919000,1064616233.34865,1118.752,52.225,502.2,43.66,14743.42,14,0.147,51275.98,20015.32,1,19,188.44,0.149,12,0.01
18674,0,0,0001-01-01T00:00:00,2025-03-07T18:35:47.983000,1064616155.7997167,827.218,65.019,152.08,122.42,1935.79,5,0.293,50492.12,13211.81,13,18,266.07,0.03,20,0.017
18673,0,0,0001-01-01T00:00:00,2025-03-07T15:20:48.050000,1064615960.8008333,1091.872,51.526,1217.63,0.0,122786.16,26,0.683,68239.5,20794.53,76,15,461.05,0.086,149,0.001
18672,0,0,0001-01-01T00:00:00,2025-03-07T14:53:43.745000,1064615933.7290834,658.931,52.146,276.98,0.0,70249.87,9,0.78,52791.3,16290.56,87,14,488.31,0.026,247,0.033
18671,0,0,0001-01-01T00:00:00,2025-03-07T22:33:43.363000,1064616393.7227167,80.117,20.287,172.7,142.14,621.7,1,0.0,22076.57,12966.18,0,22,27.89,0.077,0,0.146
18669,0,0,0001-01-01T00:00:00,2025-03-07T17:21:37.367000,1064616081.6227833,2093.652,54.607,361.48,46.02,1622.39,32,0.137,42703.98,24036.01,5,17,339.81,0.184,20,0.014
18668,0,0,0001-01-01T00:00:00,2025-03-07T10:25:43.149000,1064615665.7191501,415.503,51.543,28.92,0.0,2017.08,54,0.891,49962.35,10799.2,330,10,755.98,0.096,435,0.002
18665,0,0,0001-01-01T00:00:00,2025-03-06T16:21:20.303000,1064614581.3383833,587.801,51.52,16.07,0.0,3036.83,43,0.95,45803.91,7352.07,727,16,1839.35,0.033,911,0.009
18664,0,0,0001-01-01T00:00:00,2025-03-07T10:29:47.327000,1064615669.7887834,607.745,51.534,48.97,0.0,2086.16,19,0.897,50478.97,13396.44,373,10,750.14,0.036,444,0.002
18663,0,0,0001-01-01T00:00:00,2025-03-07T20:43:20.542000,1064616283.3423667,359.165,44.878,125.73,120.61,1361.36,2,0.402,43479.57,15114.57,0,20,136.73,0.023,17,0.031
18662,0,0,0001-01-01T00:00:00,2025-03-07T17:27:06.536000,1064616087.1089333,180.973,64.765,40.1,0.0,1952.36,2,0.825,68936.14,26527.43,144,17,332.82,0.011,143,0.221
18660,0,0,0001-01-01T00:00:00,2025-03-07T18:45:39.155000,1064616165.6525834,817.362,63.694,160.98,122.84,1952.44,7,0.214,62976.59,15390.0,0,18,253.07,0.046,6,0.018
18658,0,0,0001-01-01T00:00:00,2025-03-07T22:49:53.113000,1064616409.8852166,0.001,0.0,0.0,0.0,0.01,1,1.0,0.36,0.14,6,22,7.83,0.167,4,0.312
18657,0,0,0001-01-01T00:00:00,2025-03-07T20:30:54.891000,1064616270.91485,866.492,49.33,353.21,50.56,1469.75,14,0.176,47877.35,19602.07,0,20,146.79,0.192,13,0.001
18656,0,0,0001-01-01T00:00:00,2025-03-07T22:51:39.372000,1064616411.6562,0.001,0.0,0.01,0.0,0.02,0,1.0,0.66,0.25,5,22,4.84,0.0,3,0.972
18655,70,0,0001-01-01T00:00:00,2025-03-07T21:59:43.537000,1064616359.7256167,1.684,0.496,1.41,0.21,14.53,3,0.722,729.87,264.4,25,21,56.02,0.086,18,0.009
18654,45,0,0001-01-01T00:00:00,2025-03-07T22:48:53.996000,1064616408.8999333,0.362,0.362,5.23,5.23,10.46,1,0.5,361.79,170.44,0,22,4.07,1.0,1,1.0
18653,45,1,0001-01-01T00:00:00,2025-03-07T21:28:39.099000,1064616328.65165,0.502,0.34,0.37,0.06,10.45,20,0.941,404.59,87.15,48,21,86.1,0.392,42,0.806
18652,0,0,0001-01-01T00:00:00,2025-03-06T14:31:01.513000,1064614471.0252167,14751.023,6597.439,400.08,0.17,200220.7,133,0.613,6599185.07,330479.3,9,14,1943.46,0.12,605,0.0
18651,70,0,0001-01-01T00:00:00,2025-03-07T10:33:17.648000,1064615673.2941334,6.679,0.48,0.62,0.21,23.47,72,0.901,372.8,54.63,334,10,740.91,0.211,308,0.003
18650,0,1,0001-01-01T00:00:00,2025-03-07T22:06:11.073000,1064616366.1845499,0.184,0.102,0.23,0.02,3.02,1,0.92,167.06,54.94,21,22,47.71,0.042,22,0.905
18649,0,0,0001-01-01T00:00:00,2025-03-07T18:22:24.507000,1064616142.40845,303.268,49.466,63.68,0.0,1522.18,11,0.867,49466.22,12397.69,4,18,271.06,0.077,117,0.16
18648,0,0,0001-01-01T00:00:00,2025-03-07T16:39:03.621000,1064616039.0603501,68.146,66.894,10.59,0.0,2007.15,4,0.959,66430.53,9427.73,184,16,374.13,0.021,180,0.975
18646,0,0,0001-01-01T00:00:00,2025-03-07T22:44:24.881000,1064616404.4146832,0.001,0.0,0.0,0.0,0.01,0,1.0,0.47,0.16,8,22,7.78,0.0,3,0.782
18645,0,0,0001-01-01T00:00:00,2025-03-07T20:55:07.288000,1064616295.1214668,131.038,17.441,53.33,0.0,503.23,4,0.73,22479.65,9299.37,16,20,116.91,0.054,39,0.116
18640,0,0,0001-01-01T00:00:00,2025-03-07T19:19:11.808000,1064616199.1968,734.46,52.035,173.92,0.0,1561.91,9,0.523,51898.34,21264.12,11,19,210.88,0.071,46,0.066
18638,0,0,0001-01-01T00:00:00,2025-03-07T22:49:13.999000,1064616409.2333167,0.0,0.0,0.03,0.0,0.08,0,1.0,0.14,0.07,2,22,0.24,0.0,0,1.0
18639,45,1,0001-01-01T00:00:00,2025-03-07T20:34:35.298000,1064616274.5883,0.317,0.201,0.14,0.03,5.96,17,0.972,249.08,51.12,67,20,135.28,0.243,67,0.786
18637,70,0,0001-01-01T00:00:00,2025-03-07T16:34:01.768000,1064616034.0294666,1.013,0.541,0.2,0.0,16.07,3,0.985,912.13,95.35,191,16,374.16,0.015,184,0.9
18636,0,0,0001-01-01T00:00:00,2025-03-07T22:40:52.403000,1064616400.8733833,0.002,0.0,1.96,0.16,12.27,7,0.769,0.62,0.21,12,22,7.13,0.583,3,0.08
18635,70,1,0001-01-01T00:00:00,2025-03-07T22:22:09.933000,1064616382.16555,1.065,0.745,2.57,0.17,25.11,2,0.8,949.95,373.08,10,22,24.41,0.143,11,0.892
18634,70,0,0001-01-01T00:00:00,2025-03-07T22:09:58.513000,1064616369.9752166,1.135,0.528,1.69,0.12,17.08,3,0.81,558.3,208.86,15,22,36.04,0.15,14,0.024
18632,0,0,0001-01-01T00:00:00,2025-03-07T18:24:31.399000,1064616144.5233167,1605.051,52.335,1435.71,41.24,146587.15,14,0.204,51236.51,20228.91,2,18,260.81,0.09,13,0.008
18631,60,0,0001-01-01T00:00:00,2025-03-07T21:14:50.605000,1064616314.8434167,6.149,1.99,29.75,0.0,1265.82,1,0.875,6119.67,1515.04,38,21,90.01,0.021,40,0.995
18630,0,0,0001-01-01T00:00:00,2025-03-07T10:29:47.327000,1064615669.7887834,501.078,50.199,42.11,0.0,2037.87,16,0.905,50478.97,13296.85,373,10,734.34,0.031,440,0.002
18629,0,0,0001-01-01T00:00:00,2025-03-07T19:56:25.276000,1064616236.4212667,991.339,52.332,356.12,59.12,1623.66,11,0.059,50758.39,19342.29,1,19,168.15,0.131,5,0.011
18628,0,0,0001-01-01T00:00:00,2025-03-07T16:21:28.162000,1064616021.4693667,1036.533,52.888,156.99,0.0,1539.53,16,0.515,52858.96,17771.95,55,16,383.13,0.082,97,0.015
18627,0,0,0001-01-01T00:00:00,2025-03-06T14:31:01.513000,1064614471.0252167,14734.77,6597.439,401.46,0.17,200220.7,133,0.616,6599185.07,331227.51,9,14,1933.38,0.121,605,0.0
18626,70,0,0001-01-01T00:00:00,2025-03-07T15:11:06.899000,1064615951.1149833,2.349,0.445,0.27,0.13,13.67,49,0.978,391.69,34.29,221,15,451.07,0.22,219,0.026
18625,0,0,0001-01-01T00:00:00,2025-03-07T22:37:04.722000,1064616397.0787,0.001,0.0,0.0,0.0,0.01,0,1.0,0.57,0.22,6,22,6.86,0.0,3,0.821
18624,55,1,0001-01-01T00:00:00,2025-03-07T21:13:08.335000,1064616313.1389166,0.98,0.32,0.79,0.01,11.48,11,0.887,930.65,295.76,40,21,90.26,0.212,41,0.95
18622,0,0,0001-01-01T00:00:00,2025-03-07T17:53:15.781000,1064616113.2630166,1542.405,51.7,243.18,7.19,1563.41,29,0.449,50266.51,18084.13,32,17,290.63,0.139,47,0.001
18621,0,0,0001-01-01T00:00:00,2025-03-07T19:54:48.066000,1064616234.8011,914.964,52.235,311.65,50.61,1515.03,9,0.17,51898.95,18948.5,1,19,169.19,0.103,10,0.013
18620,0,0,0001-01-01T00:00:00,2025-03-07T14:08:17.321000,1064615888.2886833,878.847,51.541,88.76,0.0,1833.06,20,0.756,49291.12,15021.53,121,14,515.38,0.064,188,0.002
18619,55,0,0001-01-01T00:00:00,2025-03-07T21:59:43.537000,1064616359.7256167,0.97,0.39,1.1,0.18,12.07,3,0.778,729.87,260.19,19,21,44.06,0.115,16,0.737
18618,0,0,0001-01-01T00:00:00,2025-03-07T14:53:43.745000,1064615933.7290834,609.551,52.146,280.92,0.0,70249.87,8,0.787,52791.3,16507.1,87,14,470.4,0.024,240,0.013
18616,0,0,0001-01-01T00:00:00,2025-03-07T19:53:20.919000,1064616233.34865,1011.753,52.225,518.05,45.49,14743.42,12,0.14,51275.98,20009.05,1,19,170.15,0.141,10,0.011
18615,0,0,0001-01-01T00:00:00,2025-03-07T19:55:48.762000,1064616235.8127,1111.97,51.1,401.48,58.52,2102.14,14,0.012,50646.22,20157.88,0,19,167.32,0.165,1,0.009
18614,70,1,0001-01-01T00:00:00,2025-03-07T12:10:51.361000,1064615770.8560166,2.012,0.252,0.48,0.0,98.42,17,0.963,838.5,137.23,311,12,632.19,0.052,308,0.417
18613,0,0,0001-01-01T00:00:00,2025-03-07T17:33:35.053000,1064616093.5842167,1820.184,49.553,351.85,16.38,1494.57,15,0.297,50182.04,19384.96,1,17,308.91,0.097,45,0.005
18612,70,0,0001-01-01T00:00:00,2025-03-07T10:33:17.648000,1064615673.2941334,6.618,0.48,0.62,0.21,23.47,70,0.899,372.8,54.5,328,10,728.89,0.208,302,0.01
18611,0,0,0001-01-01T00:00:00,2025-03-07T16:18:27.165000,1064616018.45275,1523.041,70.532,233.55,0.0,2671.37,18,0.571,56113.72,25835.97,0,16,384.09,0.07,144,0.011
18610,0,0,0001-01-01T00:00:00,2025-03-07T20:30:54.891000,1064616270.91485,762.584,49.33,348.6,58.88,1469.75,13,0.152,47877.35,19458.95,0,20,130.8,0.2,10,0.01
18609,0,0,0001-01-01T00:00:00,2025-03-07T17:21:37.367000,1064616081.6227833,1976.909,54.607,362.01,46.02,1622.39,30,0.145,42703.98,24093.45,5,17,319.84,0.183,20,0.011
18608,70,0,0001-01-01T00:00:00,2025-03-07T19:38:10.998000,1064616218.1833,4.275,1.19,3.25,0.08,57.62,26,0.8,1599.67,557.97,62,19,183.08,0.163,83,0.229
18606,0,0,0001-01-01T00:00:00,2025-03-07T22:23:02.363000,1064616383.0393833,0.018,0.005,0.06,0.04,0.16,1,1.0,7.83,3.4,8,22,17.57,0.125,9,0.3
18605,60,0,0001-01-01T00:00:00,2025-03-07T22:33:08.077000,1064616393.1346167,3.795,1.265,307.71,19.17,1727.98,2,0.5,1264.9,623.15,1,22,6.96,0.4,2,0.333
18604,0,0,0001-01-01T00:00:00,2025-03-07T17:27:50.849000,1064616087.8474833,0.183,0.004,0.15,0.03,24.24,43,0.995,11.29,2.97,213,17,310.75,0.202,208,0.05
18603,0,0,0001-01-01T00:00:00,2025-03-07T22:31:00.262000,1064616391.0043666,0.003,0.001,0.08,0.02,0.46,5,1.0,0.9,0.35,9,22,7.0,0.556,4,0.317
18601,70,1,0001-01-01T00:00:00,2025-03-07T16:42:31.536000,1064616042.5256001,4.774,1.116,0.82,0.23,32.88,50,0.87,1121.52,137.85,171,16,353.09,0.284,154,0.011
18599,0,0,0001-01-01T00:00:00,2025-03-07T22:31:15.514000,1064616391.2585666,0.002,0.001,4.54,0.0,31.3,1,0.8,0.58,0.19,9,22,5.06,0.111,2,0.07
18597,0,0,0001-01-01T00:00:00,2025-03-07T20:50:41.965000,1064616290.6994166,0.048,0.003,0.26,0.03,12.69,18,0.981,8.6,2.76,53,20,104.14,0.34,52,0.141
18593,45,1,0001-01-01T00:00:00,2025-03-07T22:12:57.986000,1064616372.9664333,0.388,0.197,0.77,0.0,5.86,2,0.8,317.81,116.19,5,22,20.25,0.143,7,0.82
18592,0,1,0001-01-01T00:00:00,2025-03-07T21:13:08.335000,1064616313.1389166,0.274,0.161,0.43,0.01,11.48,11,0.932,257.14,58.89,40,21,79.32,0.256,38,0.939
18591,0,0,0001-01-01T00:00:00,2025-03-07T22:09:30.019000,1064616369.5003166,0.008,0.002,0.02,0.01,0.06,3,1.0,3.12,1.12,11,22,22.64,0.273,11,0.097
18590,70,0,0001-01-01T00:00:00,2025-03-07T17:48:57.702000,1064616108.9617001,53.481,48.405,16.48,0.0,1435.35,7,0.932,49885.49,3935.83,154,17,282.98,0.043,137,0.933
18588,0,0,0001-01-01T00:00:00,2025-03-07T14:58:32.964000,1064615938.5494,27.818,14.598,48.3,0.0,10582.51,9,0.974,14585.38,1800.37,225,14,452.64,0.038,223,0.05
18587,70,0,0001-01-01T00:00:00,2025-03-07T12:10:51.361000,1064615770.8560166,1.714,0.252,0.46,0.0,98.42,16,0.975,771.96,90.93,311,12,620.23,0.05,306,0.45
18586,0,0,0001-01-01T00:00:00,2025-03-07T18:16:43.507000,1064616136.7251167,471.045,39.724,100.29,84.73,1512.87,3,0.451,35850.2,9881.32,0,18,253.03,0.017,67,0.071
18585,70,0,0001-01-01T00:00:00,2025-03-07T19:08:56.743000,1064616188.9457166,20.382,18.452,25.12,0.05,2433.16,37,0.675,19695.63,1751.53,121,19,200.66,0.296,60,0.966
18584,0,0,0001-01-01T00:00:00,2025-03-07T18:49:14.025000,1064616169.23375,861.716,66.443,244.84,122.32,3178.62,9,0.313,66435.04,20496.89,0,18,220.92,0.06,18,0.051
18582,0,0,0001-01-01T00:00:00,2025-03-07T20:43:20.542000,1064616283.3423667,280.693,44.878,123.93,119.95,1361.36,0,0.435,43345.91,15975.92,0,20,106.92,0.0,15,0.154
18581,0,0,0001-01-01T00:00:00,2025-03-07T18:48:50.828000,1064616168.8471334,786.384,55.016,172.64,122.87,1643.0,2,0.263,50707.89,17058.4,1,18,221.32,0.014,23,0.052
18580,0,0,0001-01-01T00:00:00,2025-03-07T19:44:02.223000,1064616224.03705,316.76,15.953,107.08,122.98,489.5,2,0.225,13416.78,6700.34,0,19,165.88,0.023,14,0.04
18579,0,0,0001-01-01T00:00:00,2025-03-07T19:01:49.504000,1064616181.8250667,704.16,55.304,163.12,122.64,1717.01,3,0.298,54221.97,18809.1,2,19,208.25,0.023,12,0.052
18578,0,0,0001-01-01T00:00:00,2025-03-07T18:35:47.983000,1064616155.7997167,732.569,65.019,158.95,122.7,1935.79,4,0.273,50492.12,13725.48,13,18,233.9,0.029,16,0.041
18577,0,0,0001-01-01T00:00:00,2025-03-07T19:03:36.307000,1064616183.6051166,675.965,55.923,162.53,17.08,1733.81,9,0.437,54584.19,22669.1,0,19,206.04,0.071,33,0.017
18574,0,0,0001-01-01T00:00:00,2025-03-07T18:45:39.155000,1064616165.6525834,742.327,63.694,162.23,122.78,1952.44,5,0.237,62976.59,16012.62,0,18,223.06,0.036,6,0.033
18573,0,0,0001-01-01T00:00:00,2025-03-07T16:12:25.061000,1064616012.4176832,1548.288,73.1,246.77,7.24,2193.62,19,0.426,73599.64,26921.94,15,16,376.04,0.102,80,0.0
18572,0,0,0001-01-01T00:00:00,2025-03-06T17:39:10.801000,1064614659.1800168,373.467,16.257,17.25,0.03,1419.71,216,0.89,16211.42,4015.33,836,17,1729.17,0.213,793,0.007
18571,0,0,0001-01-01T00:00:00,2025-03-07T22:24:13.794000,1064616384.2299,0.002,0.001,0.55,0.02,3.17,2,0.857,0.91,0.33,6,22,3.99,0.333,2,0.473
18570,0,0,0001-01-01T00:00:00,2025-03-06T14:31:01.513000,1064614471.0252167,14716.645,6597.439,403.92,0.17,200220.7,133,0.618,6599185.07,332435.48,9,14,1917.18,0.122,603,0.0
18566,0,0,0001-01-01T00:00:00,2025-03-07T18:24:31.399000,1064616144.5233167,1482.971,52.254,531.7,46.66,23406.1,13,0.191,51236.51,20356.45,2,18,242.34,0.093,13,0.008
18564,0,0,0001-01-01T00:00:00,2025-03-07T18:00:46.206000,1064616120.7701,993.536,52.706,216.4,0.0,12536.67,8,0.572,52731.29,18436.19,8,18,265.91,0.036,65,0.019
18561,0,0,0001-01-01T00:00:00,2025-03-07T16:21:28.162000,1064616021.4693667,914.695,52.888,146.03,0.0,1539.53,15,0.54,52858.96,17566.78,55,16,364.87,0.08,97,0.016
18560,0,0,0001-01-01T00:00:00,2025-03-07T14:51:46.647000,1064615931.7774501,608.354,56.363,74.85,0.0,1711.77,11,0.77,56477.3,17669.37,96,14,454.09,0.045,172,0.011
18559,0,0,0001-01-01T00:00:00,2025-03-07T20:30:54.891000,1064616270.91485,649.172,49.33,338.45,50.56,1469.75,11,0.138,47877.35,19611.05,0,20,114.81,0.193,8,0.012
18558,0,0,0001-01-01T00:00:00,2025-03-07T22:21:44.385000,1064616381.73975,0.033,0.033,0.46,0.46,0.93,0,1.0,32.91,15.51,1,22,4.11,0.0,2,1.0
18557,0,0,0001-01-01T00:00:00,2025-03-07T14:53:43.745000,1064615933.7290834,592.876,52.146,289.44,0.0,70249.87,8,0.785,52791.3,16732.24,87,14,452.43,0.025,230,0.026
18554,0,0,0001-01-01T00:00:00,2025-03-07T22:12:57.986000,1064616372.9664333,0.191,0.113,0.51,0.0,3.43,2,0.818,165.89,75.95,5,22,12.34,0.2,4,0.87
18553,0,0,0001-01-01T00:00:00,2025-03-07T19:53:20.919000,1064616233.34865,890.608,52.225,531.73,43.66,14743.42,11,0.143,51275.98,20292.24,1,19,151.81,0.145,9,0.013
18551,0,0,0001-01-01T00:00:00,2025-03-07T19:55:48.762000,1064616235.8127,992.929,51.1,402.34,58.87,2102.14,12,0.0,50646.22,20184.7,0,19,149.24,0.158,0,0.01
18550,0,0,0001-01-01T00:00:00,2025-03-07T20:56:41.441000,1064616296.6906834,149.29,19.107,72.94,0.0,786.11,6,0.617,22241.65,8981.93,21,20,87.55,0.074,26,0.103
18549,0,0,0001-01-01T00:00:00,2025-03-07T20:25:40.387000,1064616265.6731167,366.886,48.202,131.25,0.0,1866.76,6,0.692,41230.72,20828.28,10,20,118.48,0.056,47,0.027
18548,70,1,0001-01-01T00:00:00,2025-03-07T18:55:40.755000,1064616175.67925,2.71,0.368,0.77,0.03,11.32,21,0.87,677.75,232.5,81,18,208.59,0.196,93,0.053
18546,0,0,0001-01-01T00:00:00,2025-03-07T17:21:37.367000,1064616081.6227833,1863.599,54.607,361.05,45.66,1622.39,28,0.141,42703.98,24316.1,5,17,301.77,0.181,18,0.011
